dialogue_id,utterance,utterance_de_deepl,speaker,utterance_len,label
207,"Rachel, say that I'm friends with her, we spend some time together. Is that so terrible?","Rachel, sagen Sie, dass ich mit ihr befreundet bin, wir verbringen einige Zeit zusammen. Ist das so schrecklich?",Monica Geller,16,scared
207,Yes.,Ja.,Rachel Green,1,peaceful
207,It's that terrible?,Ist es so schrecklich?,Monica Geller,3,scared
207,"Yes. Monica, you don't get it. It's bad enough that she's stolen the guy who might actually be the person that I am supposed to be with, but now, she's actually , but now she's actually stealing you.","Ja. Monica, du verstehst es nicht. Schlimm genug, dass sie mir den Mann gestohlen hat, mit dem ich eigentlich zusammen sein sollte, aber jetzt stiehlt sie auch noch dich.",Rachel Green,38,sad
207,"Me? What are you talking about? Nobody could steal me from you. I mean, just because I'm friends with her doesn't make me any less friends with you. I mean, you're my...We're, we're...Oh, I love you.","Mich? Wovon sprichst du? Niemand könnte mich von dir stehlen. Ich meine, nur weil ich mit ihr befreundet bin, bin ich nicht weniger mit dir befreundet. Ich meine, du bist mein... Wir sind, wir sind... Oh, ich liebe dich.",Monica Geller,36,scared
207,I love you too.,Ich liebe dich auch.,Rachel Green,4,peaceful
207,"You guys, um I know that this really doesn't have anything to do with me, but um I love you guys too. Oh, I really needed that.","Ihr, ähm, ich weiß, dass das wirklich nichts mit mir zu tun hat, aber ähm, ich liebe euch auch. Oh, das habe ich wirklich gebraucht.",Phoebe Buffay,27,joyful
207,"Look, I know that you're in a place right now where you really need to hate Julie's guts, but she didn't do anything wrong. I mean, she was just a girl who met a guy, and now they go out. I really think that if you gave her a chance, you'd like her. Would you just give that a chance, for me?","Schau, ich weiß, dass du gerade in einer Situation bist, in der du Julie hassen musst, aber sie hat nichts falsch gemacht. Ich meine, sie war nur ein Mädchen, das einen Kerl getroffen hat, und jetzt gehen sie aus. Ich glaube wirklich, wenn du ihr eine Chance gibst, würdest du sie mögen. Würdest du dem eine Chance geben, für mich?",Monica Geller,62,scared
207,"I'd do anything for you, you know that.","Ich würde alles für dich tun, das weißt du.",Rachel Green,8,peaceful
207,I'd do anything for you.,Ich würde alles für dich tun.,Monica Geller,5,peaceful
207,"Wait, wait, wait, wait!","Warte, warte, warte, warte!",Phoebe Buffay,4,peaceful
208,"Mornin'. I said, mornin'.","Guten Morgen. Ich sagte: ""Morgen"".",Joey Tribbiani,4,mad
208,I heard ya.,Ich habe dich gehört.,Hombre Man,3,neutral
208,"All right, everybody, I'm openin' the doors. You boys ready?","In Ordnung, Leute, ich öffne die Türen. Seid ihr Jungs bereit?",Store Guy,10,neutral
208,Ready.,Ich bin bereit.,Hombre Man,1,neutral
208,"Yeah, I'm ready.","Ja, ich bin bereit.",Joey Tribbiani,3,powerful
208,"You idiot, you stupid cowboy, you blinded me, I'm suing!","Du Idiot, du dummer Cowboy, du hast mich geblendet, ich werde klagen!",Customer,10,mad
208,"Oh my god, Todd! What the hell did you do?","Oh mein Gott, Todd! Was zum Teufel hast du getan?",Store Guy,10,mad
208,"I'm sorry. I am such a doofus. I'm so sorry, I'm so sorry.","Es tut mir leid, ich bin so ein Idiot. Ich bin so ein Trottel. Es tut mir so leid, es tut mir so leid.",Hombre Man,13,scared
208,"My god, what happened?","Mein Gott, was ist passiert?",Annabelle,4,scared
208,"These new kids, they never last. Sooner or later, they all...stop lastin'. Listen, uh, what do you say I buy you that cup of coffee now?","Diese neuen Kinder, sie halten nie durch. Früher oder später halten sie alle... nicht mehr lange durch. Hör mal, äh, was hältst du davon, wenn ich dir jetzt eine Tasse Kaffee spendiere?",Joey Tribbiani,26,neutral
208,Sure.,"Ja, gern.",Annabelle,1,neutral
209,So.,Also...,Julie,1,neutral
209,"So. I just thought the two of us should hang out for a bit. I mean, you know, we've never really talked. I guess you'd know that, being one of the two of us, though, right?","Ich dachte, wir zwei sollten ein bisschen abhängen. Ich meine, wir haben uns noch nie richtig unterhalten. Ich schätze, das weißt du, weil du einer von uns beiden bist, oder?",Rachel Green,36,scared
209,"I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you.","Ich weiß, ich sollte dir das wahrscheinlich gar nicht sagen, aber du schüchterst mich total ein.",Julie,17,scared
209,Really? Me?,Wirklich? Ich? Vor mir?,Rachel Green,2,scared
209,"Yes. Oh my god, are you kidding? Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't.","Ja. Oh, mein Gott, machst du Witze? Ross ist so verrückt nach dir, und ich wollte wirklich, dass du mich magst, und, es ist wahrscheinlich, dass ich total paranoid, aber ich habe irgendwie das Gefühl, dass Sie vielleicht nicht tun.",Julie,38,sad
209,"Well, you're not totally paranoid.","Nun, Sie sind nicht völlig paranoid.",Rachel Green,5,neutral
209,Oy.,Oy.,Julie,1,sad
209,"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right.","Ähm, ok, ähm, oh Gott, ähm, als du und ähm Ross angefangen habt, miteinander auszugehen, war es wirklich schwer für mich, ähm, aus vielen Gründen, mit denen ich dich jetzt nicht langweilen will, aber ähm, ich sehe einfach, wie glücklich er ist, weißt du, und wie gut ihr zusammen seid, und ähm, Monica sagt immer, wie nett du bist, und Gott, ich hasse es, wenn sie recht hat.",Rachel Green,69,sad
209,"Thanks. Hey, listen, would you like to go to a movie sometime or something?","Ich hasse es, wenn sie recht hat. Danke. Hey, hör mal, hättest du Lust, irgendwann mal ins Kino zu gehen oder so?",Julie,14,peaceful
209,"Yeah, that'd be great. I'd love it.","Ja, das wäre toll. Ich würde mich freuen.",Rachel Green,7,joyful
209,"I'd love it too. Shoot, I gotta go. So, I'll talk to you later.","Ich würde mich auch freuen. Mist, ich muss los. Wir sehen uns dann später.",Julie,14,neutral
209,"All right, Julie.","In Ordnung, Julie.",Rachel Green,3,neutral
209,Bye.,"Tschüss, Julie.",Julie,1,neutral
209,Bye. What a manipulative bitch.,"Tschüss, Julie. Tschüss. Was für ein manipulatives Miststück.",Rachel Green,5,mad
210,Mr. Heckles.,Mr. Heckles.,Monica Geller,2,neutral
210,How did this happen?,Wie ist das passiert?,Rachel Green,4,neutral
210,He musta been sweepin'. They found a broom in his hand.,Er war wohl beim Fegen. Sie fanden einen Besen in seiner Hand.,Mr. Treeger,11,sad
210,That's terrible.,Das ist ja furchtbar.,Monica Geller,2,sad
210,I know. I was sweepin' yesterday. It coulda been me.,"Ja, ich weiß. Ich habe gestern gefegt. Ich hätte es sein können.",Mr. Treeger,10,sad
210,"Sure, sweepin'. You never know.","Klar, beim Fegen. Man kann nie wissen.",Ross Geller,5,sad
210,You never know.,Man kann nie wissen.,Mr. Treeger,3,sad
210,"Ok, it's very faint, but I can still sense him in the building. Go into the light, Mr. Heckles!","Ok, es ist sehr schwach, aber ich kann ihn immer noch im Gebäude spüren. Gehen Sie ins Licht, Mr. Heckles!",Phoebe Buffay,19,sad
210,"Ok, Phoebe.","Ok, Phoebe.",Chandler Bing,2,neutral
210,"I'm sorry, but sometimes they need help. That's fine. Go ahead and scoff. You know, there're a lot of things that I don't believe in, but that doesn't mean they're not true.","Es tut mir leid, aber manchmal brauchen sie Hilfe. Ist schon gut. Mach dich ruhig lustig. Es gibt viele Dinge, an die ich nicht glaube, aber das heißt nicht, dass sie nicht wahr sind.",Phoebe Buffay,32,sad
210,Such as?,Zum Beispiel?,Joey Tribbiani,2,neutral
210,"Like crop circles, or the Bermuda triangle, or evolution?","Wie Kornkreise, das Bermuda-Dreieck oder die Evolution?",Phoebe Buffay,9,joyful
210,"Whoa, whoa, whoa. What, you don't, uh, you don't believe in evolution?","Whoa, whoa, whoa. Was, du glaubst nicht an die Evolution?",Ross Geller,12,scared
210,Nah. Not really.,Nee. Nicht wirklich.,Phoebe Buffay,3,neutral
210,You don't believe in evolution?,Du glaubst nicht an die Evolution?,Ross Geller,5,scared
210,"I don't know, it's just, you know...monkeys, Darwin, you know, it's a, it's a nice story, I just think it's a little too easy.","Ich weiß nicht, es ist nur, du weißt schon... Affen, Darwin, du weißt schon, es ist eine, es ist eine nette Geschichte, ich denke nur, es ist ein bisschen zu einfach.",Phoebe Buffay,24,peaceful
210,"Too easy? Too...The process of every living thing on this planet evolving over millions of years from single-celled organisms, too easy?","Zu einfach? Zu... Der Prozess, dass sich jedes Lebewesen auf diesem Planeten über Millionen von Jahren aus Einzellern entwickelt hat, zu einfach?",Ross Geller,21,mad
210,"Yeah, I just don't buy it.","Ja, ich kaufe es einfach nicht.",Phoebe Buffay,6,peaceful
210,"Uh, excuse me. Evolution is not for you to buy, Phoebe. Evolution is scientific fact, like, like, like the air we breathe, like gravity.","Äh, entschuldigen Sie. Die Evolution kann man nicht kaufen, Phoebe. Evolution ist eine wissenschaftliche Tatsache, wie die Luft, die wir atmen, die Schwerkraft.",Ross Geller,24,mad
210,"Ok, don't get me started on gravity.","Ok, lass mich nicht von der Schwerkraft anfangen.",Phoebe Buffay,7,peaceful
210,"You uh, you don't believe in gravity?",Du glaubst nicht an die Schwerkraft?,Ross Geller,7,mad
210,"Well, it's not so much that you know, like I don't believe in it, you know, it's just...I don't know, lately I get the feeling that I'm not so much being pulled down as I am being pushed.","Es ist nicht so sehr, dass ich nicht daran glaube, es ist nur... Ich habe das Gefühl, dass ich eher gestoßen als gezogen werde.",Phoebe Buffay,38,peaceful
210,"Uh-Oh. It's Isaac Newton, and he's pissed.","Oh, oh. Das ist Isaac Newton, und er ist stinksauer.",Chandler Bing,7,joyful
211,"There she is. And over there, that's the other one. This is Mr. Buddy Boyle, Mr. Heckles' attorney. He'd like to talk to you.","Da ist sie. Und da drüben, das ist der andere. Das ist Mr. Buddy Boyle, Mr. Heckles' Anwalt. Er würde gerne mit Ihnen sprechen.",Mr. Treeger,24,joyful
211,What can we do for you?,Was können wir für Sie tun?,Monica Geller,6,joyful
211,"All right, kids. Here's the deal. According to my client's will, he wants to leave all his earthly possessions to ""the noisy girls in the apartment above mine"".","Also gut, Kinder. Die Sache sieht so aus. Laut Testament will mein Mandant seinen ganzen Besitz ""den lärmenden Mädchen über mir"" vermachen.",Buddy Boyles,28,peaceful
211,"Well, what about his family?","Nun, was ist mit seiner Familie?",Monica Geller,5,sad
211,He didn't have any.,Er hatte keine.,Buddy Boyles,4,powerful
211,"Ok, so let's talk money.","Ok, dann lassen Sie uns über Geld reden.",Rachel Green,5,peaceful
211,"All right, there was none. Let's talk signing. You be noisy girl number one, you be noisy girl number two.","In Ordnung, es gab keins. Lass uns über Unterschriften reden. Du bist das laute Mädchen Nummer eins, du bist das laute Mädchen Nummer zwei.",Buddy Boyles,20,powerful
212,How can you not believe in evolution?,Wie kannst du nicht an die Evolution glauben?,Ross Geller,7,scared
212,Just don't. Look at this funky shirt!,Tu es einfach nicht. Schauen Sie sich diese funky Shirt!,Phoebe Buffay,7,joyful
212,"Pheebs, I have studied evolution my entire adult life. Ok, I can tell you, we have collected fossils from all over the world that actually show the evolution of different species, ok? You can literally see them evolving through time.","Pheebs, ich habe mein ganzes Erwachsenenleben lang Evolution studiert. Ich kann dir sagen, dass wir Fossilien aus der ganzen Welt gesammelt haben, die die Evolution der verschiedenen Arten zeigen, ok? Man kann buchstäblich sehen, wie sie sich im Laufe der Zeit entwickeln.",Ross Geller,40,scared
212,Really? You can actually see it?,Wirklich? Man kann es sehen? Du kannst es tatsächlich sehen?,Phoebe Buffay,6,neutral
212,"You bet. In the U.S., China, Africa, all over.","Und ob. In den USA, China, Afrika, überall.",Ross Geller,9,powerful
212,"See, I didn't know that.","Sehen Sie, das wusste ich nicht.",Phoebe Buffay,5,neutral
212,"Well, there you go.","Nun, da hast du es.",Ross Geller,4,powerful
212,"Huh. So now, the real question is, who put those fossils there, and why?","Hm. Die eigentliche Frage ist also, wer hat diese Fossilien dort hingelegt und warum?",Phoebe Buffay,14,neutral
213,"Hey, look at this. ""My Big Book of Grievances.""","Hey, schau dir das an. ""My Big Book of Grievances.""",Chandler Bing,9,joyful
213,"Hey, there's me! April 17th. Excessive noise. Italian guy comes homes with a date. Hey Chandler, look, you're in here too.","Hey, das bin ja ich! 17. April. Übermäßiger Lärm. Italiener kommt nach Hause mit einem Datum. Hey Chandler, schau, du bist auch hier drin.",Joey Tribbiani,21,joyful
213,"April 18th, excessive noise. Italian guy's gay roommate comes home with the dry-cleaning. Well that's excellent.","18. April, übermäßiger Lärm. Der schwule Mitbewohner des Italieners kommt mit der Reinigung nach Hause. Nun, das ist ausgezeichnet.",Chandler Bing,16,powerful
213,"Monica, Monica, look at this lamp. Is this tacky or what? We have to have this.","Monica, Monica, schau dir diese Lampe an. Ist das kitschig oder was? Die müssen wir haben.",Rachel Green,16,joyful
213,"Rache, I think we have enough regular lamps.","Rachel, ich glaube, wir haben genug normale Lampen.",Monica Geller,8,mad
213,"What? Come on, it's not like I'm asking for this girly clock or anything, which, by the way, I also think is very cool.","(Rachel) Was? Komm schon, es ist nicht so, dass ich nach dieser mädchenhaften Uhr oder so etwas frage, die ich übrigens auch sehr cool finde.",Rachel Green,24,joyful
213,It doesn't go with any of my stuff.,Sie passt zu nichts von meinen Sachen.,Monica Geller,8,mad
213,"Well, what about my stuff?","Nun, was ist mit meinen Sachen?",Rachel Green,5,mad
213,You don't have any stuff.,Du hast doch gar keine Sachen.,Monica Geller,5,powerful
213,"You still think of it as your apartment, don't you?","Du betrachtest es immer noch als deine Wohnung, oder?",Rachel Green,10,mad
213,No.,Nein.,Monica Geller,1,neutral
213,"Yes you do. You think of it as your apartment, and I'm just somebody who rents a room.","Doch, das tust du. Für dich ist es deine Wohnung, und ich bin nur ein Zimmermieter.",Rachel Green,18,mad
213,Mmmmm.,Mmmm.,Monica Geller,1,neutral
213,"Ok, while you ""mmm"" on it for awhile, I'm gonna go find a place for my new lamp.","Ok, während du eine Weile ""mmm"" sagst, suche ich einen Platz für meine neue Lampe.",Rachel Green,18,powerful
214,"Ok, Pheebs. See how I'm making these little toys move? Opposable thumbs. Without evolution, how do you explain opposable thumbs?","Ok, Pheebs. Siehst du, wie ich diese kleinen Spielzeuge bewege? Opponierbare Daumen. Wie erklärt man opponierbare Daumen ohne Evolution?",Ross Geller,20,joyful
214,Maybe the overlords needed them to steer their spacecrafts.,"Vielleicht brauchten die Herren der Schöpfung sie, um ihre Raumschiffe zu lenken.",Phoebe Buffay,9,neutral
214,Please tell me you're joking.,"Bitte sag mir, dass das ein Scherz ist.",Ross Geller,5,mad
214,"Look, can't we just say that you believe in something, and I don't.","Können wir nicht einfach sagen, dass du an etwas glaubst, und ich nicht.",Phoebe Buffay,13,mad
214,"No, no, Pheebs, we can't, ok, because--","Nein, nein, Pheebs, das können wir nicht, ok, weil...",Ross Geller,7,mad
214,"What is this obsessive need you have to make everyone agree with you? No, what's that all about? I think, I think maybe it's time you put Ross under the microscope.","Was ist das für ein zwanghaftes Bedürfnis, dass alle mit dir übereinstimmen müssen? Nein, was soll das alles? Ich glaube, es ist an der Zeit, dass du Ross unter die Lupe nimmst.",Phoebe Buffay,31,mad
