,utterance,utterance_de,utterance_de_deepl,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
3265,Very funny Ross!,Sehr lustiger Ross!,Sehr lustig Ross!,Joey,joy,positive,344,0,5,17,"00:02:13,550","00:02:15,425"
3266,Very life-like and funny.,Sehr lebensecht und lustig.,Sehr lebensecht und lustig.,Joey,neutral,neutral,344,1,5,17,"0:02:15,593","0:02:17,554"
3267,Okay.,Okay.,(Ross) Ok.,Joey,neutral,neutral,344,2,5,17,"0:02:17,554","0:02:19,218"
3268,"Oh no-no-no, I wasn't waving at you lady.","Oh nein-nein-nein, ich habe dir nicht zugewinkt, Lady.","Oh nein, nein, nein, ich war nicht auf Sie winken Lady.",Joey,neutral,neutral,344,3,5,17,"00:02:21,474","00:02:23,976"
3269,"Whoa, maybe I was!","Whoa, vielleicht war ich das!","Whoa, vielleicht war ich!",Joey,surprise,positive,344,4,5,17,"00:02:25,937","00:02:28,772"
3270,"Get in there man! Flirt back, mix it up!","Steig ein, Mann! Flirte zurück, verwechsel es!","Holen Sie sich in dort Mann! Flirte zurück, misch es auf!",Monica,joy,positive,344,6,5,17,"00:02:32,402","00:02:35,654"
3271,"Yeah, I-I-I'm down with that.","Ja, ich-ich-ich bin damit fertig.","Ja, da bin ich dabei.",Joey,joy,positive,344,7,5,17,"00:02:36,489","00:02:38,490"
3272,"Okay, here goes.","Okay, los geht's.","Okay, es geht los.",Joey,fear,negative,344,8,5,17,"00:02:40,702","00:02:42,327"
3273,How  you  a-doin'?,Wie geht es dir?,Wie geht's dir?,Joey,neutral,neutral,344,9,5,17,"00:02:43,746","00:02:46,915"
3274,It worked!,Es funktionierte!,Es hat geklappt!,Joey,surprise,positive,344,10,5,17,"0:02:51,838","0:02:52,673"
3275,She's waving me over.,Sie winkt mich herüber.,Sie winkt mich rüber.,Joey,joy,positive,344,11,5,17,"0:02:52,673","0:02:53,765"
3276,"Okay, I-I-I'll be right over.","Okay, ich-ich-ich komme gleich.","Okay, ich bin gleich da.",Joey,joy,positive,344,12,5,17,"0:02:53,765","0:02:55,362"
3277,"Let's see, she's on the third floor","Mal sehen, sie ist im dritten Stock","Mal sehen, sie ist in der dritten Etage",Joey,neutral,neutral,344,13,5,17,"00:02:55,508","00:02:57,759"
3278,"Wow! She is pretty, huh?","Beeindruckend! Sie ist hübsch, oder?","Sie ist hübsch, was? Sie ist hübsch, hm?",Monica,surprise,positive,344,14,5,17,"00:02:58,219","00:03:02,598"
3279,"Tell me about it, huh?  Oh no-no-no, I'm not with her, she's just Monica!  Ewwuck!","Erzähl mir davon, oder? Oh nein-nein-nein, ich bin nicht bei ihr, sie ist nur Monica! Ewwuck!","Wem sagst du das, hm?  Oh nein, nein, nein, ich bin nicht mit ihr zusammen, sie ist nur Monica!  Igitt!",Joey,disgust,negative,344,15,5,17,"00:03:05,518","00:03:28,457"
3280,Hey!,Hallo!,Hey!,Rachel,neutral,neutral,345,0,6,7,"0:19:06,436","0:19:06,538"
3281,Hey!,Hallo!,Hey! Hey!,Phoebe,neutral,neutral,345,1,6,7,"0:19:06,538","0:19:08,442"
3282,"Oh honey, I'm so sorry, you were right, this feels great!","Oh Schatz, es tut mir so leid, du hattest recht, das fühlt sich großartig an!","Oh, Schatz, es tut mir so leid, du hattest recht, das fühlt sich toll an!",Rachel,joy,positive,345,2,6,7,"00:19:09,857","00:19:12,400"
3283,"See? And you don't care if people are staring, it's just for a second cause then you're gone!","Sehen? Und es ist dir egal, ob die Leute starren, es ist nur aus einem zweiten Grund, dann bist du weg!","Siehst du? Und es ist dir egal, ob die Leute dich anstarren, es ist nur für eine Sekunde, denn dann bist du weg!",Phoebe,neutral,neutral,345,3,6,7,"00:19:12,568","00:19:17,446"
3284,Gone! I mean its amazing Pheebs. I feel so free and so graceful.  Hey! Look out for the horse! Sorry!,Weg! Ich meine seine erstaunlichen Pheebs. Ich fühle mich so frei und so anmutig. Hallo! Pass auf das Pferd auf! Es tut uns leid!,"Weg! Ich meine, es ist unglaublich, Pheebs. Ich fühle mich so frei und so anmutig.  Hey! Pass auf das Pferd auf! Entschuldigung.",Rachel,joy,positive,345,4,6,7,"00:19:17,614","00:19:25,538"
3285,"Oh come on guys, it’s not like I moved to Europe! I just moved across the hall! And","Oh, komm schon, Leute, es ist nicht so, als wäre ich nach Europa gezogen! Ich bin gerade durch die Halle gezogen! Und","Ach, kommt schon, Leute. Ich bin doch nicht nach Europa gezogen. Ich bin nur auf die andere Seite des Flurs gezogen! Und",Chandler,joy,positive,346,0,6,20,"00:08:20,374","00:08:25,629"
3286,Ahh! Aren’t you dressed yet?,Ahh! Bist du noch nicht angezogen?,Ahh! Bist du noch nicht angezogen?,Monica,surprise,negative,346,1,6,20,"0:09:04,627","0:09:06,212"
3287,Am I naked again?!,Bin ich wieder nackt?!,Bin ich schon wieder nackt?!,Chandler,surprise,negative,346,2,6,20,"0:09:06,212","0:09:08,950"
3288,We’re supposed to meet my parents in 15 minutes.,Wir sollen meine Eltern in 15 Minuten treffen.,Wir sind in 15 Minuten mit meinen Eltern verabredet.,Monica,neutral,neutral,346,3,6,20,"00:09:09,715","00:09:12,133"
3289,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?","Ja, okay, ich habe nur mit den Jungs geredet. Schau sie dir an, ich meine, ist es okay, wenn sie zu Besuch kommen?","Ja, okay, ich habe gerade mit den Jungs geredet. Sieh sie dir einfach an, ich meine, ist es okay, wenn sie zu Besuch kommen?",Chandler,neutral,neutral,346,4,6,20,"00:09:12,301","00:09:17,722"
3290,Wh?! What about my allergies?!,Wie?! Was ist mit meinen Allergien?!,Was?! Was ist mit meinen Allergien?!,Monica,surprise,positive,346,5,6,20,"00:09:17,890","00:09:20,100"
3291,"Oh right, your allergies.  All her, she hates you.","Ach ja, deine Allergien. Sie alle hasst dich.","Oh richtig, deine Allergien.  Alles sie, sie hasst dich.",Chandler,neutral,neutral,346,6,6,20,"00:09:20,268","00:09:27,023"
3292,Shoot! We’re out of soda.,Schießen! Wir haben keine Limonade mehr.,Verdammt! Wir haben keine Limonade mehr.,Monica,sadness,negative,347,0,4,1,"00:04:32,188","00:04:34,273"
3293,"Oh, I’ll go out and get you some.","Oh, ich gehe raus und hole dir welche.","Oh, ich werde rausgehen und dir welche holen.",Chandler,neutral,neutral,347,1,4,1,"00:04:34,440","00:04:36,191"
3294,Really?!,Ja wirklich?!,Wirklich?!,Monica,surprise,positive,347,2,4,1,"00:04:36,359","00:04:39,278"
3295,"Nope! Because I’m not your boyfriend.  Hey Pheebs, how did it go?","Nee! Weil ich nicht dein Freund bin. Hey Pheebs, wie ist es gelaufen?","Nö! Weil ich nicht dein Freund bin.  Hey Pheebs, wie ist es gelaufen?",Chandler,neutral,neutral,347,3,4,1,"00:04:41,489","00:04:49,246"
3296,"Well, umm, my Mom’s friend, Phoebe, is actually my birth Mom.","Nun, ähm, die Freundin meiner Mutter, Phoebe, ist eigentlich meine leibliche Mutter.","Nun, ähm, die Freundin meiner Mutter, Phoebe, ist eigentlich meine leibliche Mutter.",Phoebe,sadness,negative,347,4,4,1,"00:04:45,785","00:04:49,246"
3297,I found a dried up seashores.,Ich fand eine ausgetrocknete Küste.,Ich habe eine ausgetrocknete Meeresküste gefunden.,Chandler,neutral,neutral,347,5,4,1,"00:04:52,709","00:04:55,002"
3298,"Sweety, what are you talking about?","Süße, wovon redest du?","Sweety, was redest du da?",Monica,surprise,negative,347,6,4,1,"00:04:55,795","00:04:57,379"
3299,"Oh, my new Mom, who-who’s a big, fat abandoner!","Oh, meine neue Mutter, die eine große, fette Verlassene ist!","Oh, meine neue Mom, die eine große, fette Verlasserin ist!",Phoebe,sadness,negative,347,7,4,1,"00:04:57,547","00:05:00,632"
3300,"Whoa, wait, Pheebs, wait a second! Don’t you wanna stay here and talk about it?","Whoa, warte, Pheebs, warte eine Sekunde! Willst du nicht hier bleiben und darüber reden?","Whoa, warte, Pheebs, warte eine Sekunde! Willst du nicht hierbleiben und darüber reden?",Joey,surprise,positive,347,8,4,1,"00:05:01,009","00:05:05,387"
3301,"No. I’m just, I wanna, I need to be alone.","Nein. Ich bin nur, ich will, ich muss allein sein.","Nein. Ich will nur, ich muss allein sein.",Phoebe,sadness,negative,347,9,4,1,"00:05:05,555","00:05:09,641"
3302,Monica!,Monika!,Monica!,Phoebe,sadness,negative,347,10,4,1,"0:05:12,270","0:05:13,022"
3303,Oh.,Oh.,Oh.,Monica,neutral,neutral,347,11,4,1,"0:05:13,022","0:05:14,362"
3304,Open it! Open it! Open it!,Öffne es! Öffne es! Öffne es!,Mach die Tür auf! Mach es auf! Mach es auf!,Rachel,joy,positive,348,0,8,18,"00:08:53,354","00:08:56,023"
3305,Yeah baby!,Ja Baby!,"Ja, Baby!",Ross,joy,positive,348,1,8,18,"00:08:55,000","00:08:56,023"
3306,So we never got to hear about your wedding!,So haben wir nie von eurer Hochzeit erfahren!,Wir haben also nie von eurer Hochzeit gehört!,Man,joy,positive,348,2,8,18,"00:08:56,273","00:09:00,152"
3307,"No, no, it was just our parents and 1 or 2 friends. It was a small wedding.","Nein, nein, es waren nur unsere Eltern und 1 oder 2 Freunde. Es war eine kleine Hochzeit.","Nein, nein, es waren nur unsere Eltern und 1 oder 2 Freunde. Es war eine kleine Hochzeit.",Ross,neutral,neutral,348,4,8,18,"00:09:00,361","00:09:06,534"
3308,Hey!,Hallo!,He! He!,Monica,joy,positive,349,0,9,19,"0:01:52,488","0:01:53,420"
3309,Hey!,Hallo!,"Hey, hey!",Phoebe,joy,positive,349,1,9,19,"0:01:53,420","0:01:54,342"
3310,Hi!,Hallo!,Hi!,Ross,joy,positive,349,2,9,19,"0:01:54,342","0:01:55,405"
3311,"So, do you guys wanna come and eat dinner at the restaurant    sometime in the next few weeks?","Also, wollt ihr irgendwann in den nächsten Wochen im Restaurant zu Abend essen?","Also, wollt ihr in den nächsten Wochen mal zum Essen ins Restaurant kommen?",Monica,neutral,neutral,349,3,9,19,"00:01:55,491","00:01:58,953"
3312,Sure!,Sicher!,Klar!,Phoebe,joy,positive,349,4,9,19,"0:01:59,161","0:02:00,253"
3313,I'd love to!,Ich würde es gerne tun!,Das würde ich gerne!,Ross,joy,positive,349,5,9,19,"0:02:00,253","0:02:00,463"
3314,Well you,Also du,Und du?,Monica,neutral,neutral,349,6,9,19,"00:02:00,663","00:02:01,872"
3315,"Well, I can't give you a massage, because my licence has been    revoked again!","Nun, ich kann Ihnen keine Massage geben, da mir meine Lizenz wieder entzogen wurde!","Ich kann dich nicht massieren, weil mir die Lizenz wieder entzogen wurde.",Phoebe,sadness,negative,349,7,9,19,"00:02:04,000","00:02:10,381"
3316,"Phoebe, what happened?","Phoebe, was ist passiert?","Phoebe, was ist passiert?",Ross,neutral,neutral,349,8,9,19,"00:02:10,548","00:02:14,135"
3317,"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!","Nun, es war ein Unfall... Wissen Sie, es ist viel Öl und manchmal rutscht die Hand einfach ab!",Es war ein Unfall. Es ist viel Öl drin und manchmal rutscht die Hand aus.,Phoebe,neutral,neutral,349,9,9,19,"00:02:14,301","00:02:17,721"
3318,Have I got a surprise for you? Pack your bags!,Habe ich eine Überraschung für dich? Pack deine Taschen!,Habe ich eine Überraschung für dich? Packt eure Koffer!,Chandler,joy,positive,349,10,9,19,"00:02:19,515","00:02:22,309"
3319,Oh no!You guys aren't supposed to get divorced for 7 years!,Oh nein! Ihr solltet euch 7 Jahre lang nicht scheiden lassen!,Oh nein! Ihr solltet euch doch erst in 7 Jahren scheiden lassen!,Phoebe,surprise,negative,349,11,9,19,"00:02:22,476","00:02:26,897"
3320,"Umm, this is nice.","Ähm, das ist schön.","Hm, das ist schön.",Chandler,neutral,neutral,350,0,3,6,"00:18:55,217","00:18:57,677"
3321,"I know, it is isn’t it?","Ich weiß, ist es nicht?","Ich weiß, ist es doch, oder?",Monica,joy,positive,350,1,3,6,"00:18:57,886","00:18:59,554"
3322,"No, I mean it, this feels really good. Is it a hundred percent cotton?","Nein, ich meine es ernst, das fühlt sich wirklich gut an. Ist es hundertprozentig Baumwolle?","Nein, ich meine es ernst, das fühlt sich wirklich gut an. Ist es hundertprozentige Baumwolle?",Chandler,joy,positive,350,2,3,6,"00:19:01,390","00:19:13,568"
3323,"Yeah! And I got it on sale, too.",Ja! Und ich habe es auch im Angebot.,"Ja, ja. Und ich habe es im Angebot bekommen.",Monica,joy,positive,350,3,3,6,"00:19:12,568","00:19:15,570"
3324,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.","Wie auch immer, ich sollte gehen, einer der Rettungsschwimmer war gerade dabei, eine Atombombe zu demontieren.","Wie auch immer, ich sollte gehen, einer der Rettungsschwimmer war gerade dabei, eine Atombombe zu entschärfen.",Chandler,neutral,neutral,350,4,3,6,"00:19:16,780","00:19:22,243"
3325,"Well, if you wanna get a drink later we can.","Wenn du später etwas trinken willst, können wir das.","Nun, wenn du später etwas trinken gehen willst, können wir das tun.",Monica,neutral,neutral,350,5,3,6,"00:19:23,078","00:19:25,454"
3326,"Oh yeah, that sounds great.  Oh, and listen, it’s, it’s gonna be....","Oh ja, das klingt toll. Oh, und hör zu, es wird sein ....","Oh ja, das klingt toll.  Oh, und hör zu, es ist, es wird ....",Chandler,neutral,neutral,350,6,3,6,"00:19:25,706","00:19:29,834"
3327,I know. Thanks.,Ich weiß. Vielen Dank.,"Ja, ich weiß. Ich weiß. Danke.",Monica,neutral,neutral,350,7,3,6,"00:19:30,252","00:19:31,252"
3328,So? Come on! Explain yourself Geller! First you get my Rachel pregnant!,So? Komm schon! Erklären Sie sich Geller! Zuerst bekommst du meine Rachel schwanger!,Und? komm schon! Erkläre Dich Geller! Zuerst haben Sie meine Rachel geschwängert!,Dr. Green,anger,negative,351,0,8,8,"00:11:31,982","00:11:38,863"
3329,You got Rachel pregnant?!,Du hast Rachel schwanger?!,Du hast Rachel geschwängert?!,Mona,surprise,negative,351,1,8,8,"00:11:35,903","00:11:38,863"
3330,Who did?!,Wer hat?!,Wer war das?!,Ross,surprise,negative,351,2,8,8,"0:11:39,115","0:11:39,797"
3331,You did!,Du machtest!,Du warst es!,Dr. Green,anger,negative,351,3,8,8,"0:11:39,797","0:11:40,204"
3332,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.","Ja. Ja, ja habe ich. Aber - aber es war, es war nur eine Sache für eine Nacht. Es bedeutete nichts.","Ja. Ja, ja, das habe ich.  Aber-aber es war, es war nur eine Sache für eine Nacht. Es hatte nichts zu bedeuten.",Ross,fear,negative,351,4,8,8,"00:11:42,284","00:11:46,496"
3333,Oh? Really? That’s what my daughter means to you? Nothing?,"Oh? ""Ja wirklich?"" Das bedeutet dir meine Tochter? Nichts?","Oh? Wirklich? Das ist es, was meine Tochter für dich bedeutet? Nichts?",Dr. Green,anger,negative,351,5,8,8,"00:11:46,706","00:11:50,583"
3334,"No! No sir umm, she means a lot to me. I mean, I care—I-I love Rachel.","Nein! Nein, Sir, sie bedeutet mir viel. Ich meine, es interessiert mich – ich-ich liebe Rachel.","Nein! Nein Sir, ähm, sie bedeutet mir sehr viel. Ich meine, ich sorge mich... ich... ich liebe Rachel.",Ross,fear,negative,351,6,8,8,"00:11:50,835","00:11:54,671"
3335,What?!,Was?!,Was?!,Mona,surprise,negative,351,7,8,8,"00:11:54,880","00:11:57,465"
3336,"Oh but not that way. I mean…I mean I’m not in love with her. I love her like a, like a friend.","Ach aber nicht so. Ich meine ... ich meine, ich bin nicht in sie verliebt. Ich liebe sie wie eine, wie eine Freundin.","Oh, aber nicht auf diese Weise. Ich meine... ich meine, ich bin nicht in sie verliebt. Ich liebe sie wie einen, wie einen Freund.",Ross,joy,positive,351,8,8,8,"00:11:57,675","00:12:02,053"
3337,Oh really? That’s how treat a friend? You get her in trouble and then refuse to marry her?,"Oh wirklich? So behandelt man einen Freund? Du bringst sie in Schwierigkeiten und weigerst dich dann, sie zu heiraten?","Ach, wirklich? So behandelt man eine Freundin? Du bringst sie in Schwierigkeiten und dann weigerst du dich, sie zu heiraten?",Dr. Green,anger,negative,351,9,8,8,"00:12:02,221","00:12:04,389"
3338,Hey! I offered to marry her!,"Hallo! Ich habe angeboten, sie zu heiraten!","Hey! Ich habe ihr angeboten, sie zu heiraten!",Ross,anger,negative,351,10,8,8,"0:12:04,598","0:12:06,480"
3339,Wh,Wh,Wh,Mona,joy,positive,351,11,8,8,"0:12:06,480","0:12:06,732"
3340,But I didn’t want to.,Aber ich wollte nicht.,Aber ich wollte es nicht.,Ross,anger,negative,351,12,8,8,"00:12:06,851","00:12:08,977"
3341,Well why not? So you can spend your time with this tramp?!,"Nun, warum nicht? Also kannst du deine Zeit mit diesem Tramp verbringen?!","Nun, warum nicht? Damit du deine Zeit mit diesem Flittchen verbringen kannst?!",Dr. Green,anger,negative,351,13,8,8,"0:12:10,563","0:12:13,405"
3342,Tramp?!,Tramp?!,Flittchen?!,Mona,surprise,negative,351,14,8,8,"0:12:13,405","0:12:13,615"
3343,"I’m sorry. Dr. Green, Mona. Mona, Dr. Green.","Es tut mir Leid. Dr. Grün, Mona. Mona, Dr. Grün.","Es tut mir leid. Dr. Green, Mona. Mona, Dr. Green.",Ross,joy,positive,351,15,8,8,"00:12:15,276","00:12:18,820"
3344,"Yes, Fran.","Ja, Franz.","Ja, Fran.",Chandler,neutral,neutral,352,0,1,15,"00:21:46,138","00:21:48,180"
3345,"I know what time it is, but I'm looking at the WENUS and I'm not happy!...","Ich weiß, wie spät es ist, aber ich schaue auf die WENUS und bin nicht glücklich!...","Ich weiß, wie spät es ist, aber ich schaue auf die WENUS und ich bin nicht glücklich! ...",Chandler,anger,negative,352,1,1,15,"00:21:48,348","00:21:51,475"
3346,"Oh, really, really, really?","Oh, wirklich, wirklich, wirklich?","Oh, wirklich, wirklich, wirklich?",Chandler,joy,positive,352,2,1,15,"00:21:52,728","00:21:54,854"
3347,"Well, let me tell you something... you will care about it, because I care about it!","Lassen Sie mich Ihnen etwas sagen... Sie werden sich darum kümmern, weil es mir wichtig ist!","Nun, lassen Sie mich Ihnen etwas sagen ... Sie werden sich darum kümmern, weil ich mich darum kümmere!",Chandler,anger,negative,352,3,1,15,"0:21:55,022","0:21:58,164"
3348,You got it?,Du hast es?,Hast du es?,Chandler,neutral,neutral,352,4,1,15,"0:21:58,164","0:21:58,626"
3349,Good!,Gut!,Gut!,Chandler,joy,positive,352,5,1,15,"0:21:58,626","0:21:59,680"
3350,Whooooaaaa....,Whooooaaaa....,Whooooaaaa....,Chandler,surprise,positive,352,6,1,15,"00:22:02,612","00:22:04,113"
3351,Bijan for men?  Bijan for men?  Bijan for men?,Bijan für Männer? Bijan für Männer? Bijan für Männer?,Bijan für Männer?  Bijan für Männer?  Bijan für Männer?,Joey,neutral,neutral,353,0,2,2,"00:04:25,306","00:04:31,228"
3352,"Hey, Joey. So did you hear about the new guy?","Hey, Joey. Hast du von dem Neuen gehört?","Hey, Joey. Also, hast du von dem Neuen gehört?",Annabelle,neutral,neutral,353,1,2,2,"00:04:32,939","00:04:37,109"
3353,I could have birds.,Ich könnte Vögel haben.,Ich könnte Vögel haben.,Mr. Heckles,neutral,neutral,354,0,2,3,"00:02:26,312","00:02:28,856"
3354,"Okay, Mr. Heckles, we'll try to keep it down.","Okay, Mr. Heckles, wir werden versuchen, es niedrig zu halten.","Ok, Mr. Heckles, wir werden versuchen, leise zu sein.",Monica,neutral,neutral,354,1,2,3,"00:02:32,277","00:02:38,448"
3355,Thank you. I'm going to rejoin my dinner party.,Vielen Dank. Ich werde zu meiner Dinnerparty zurückkehren.,Ich danke Ihnen. Ich werde mich wieder meiner Dinnerparty anschließen.,Mr. Heckles,neutral,neutral,354,2,2,3,"00:02:34,445","00:02:38,448"
