,sr no.,utterance,utterance_de,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
2922,3089,"Umm, okay I would like to talk to you about your toner needs.","Ähm, okay, ich würde gerne mit Ihnen über Ihren Tonerbedarf sprechen.",Phoebe,neutral,neutral,308,5,7,13,"00:04:39,237","00:04:41,488"
2923,3090,"Kathy! Kathy! Hi!! Kathy! Kathy! (She doesn't hear him and keeps running, Chandler starts chasing her as the theme to","Kathy! Kathy! Hallo!! Kathy! Kathy! (Sie hört ihn nicht und rennt weiter, Chandler fängt an, sie als Thema zu verfolgen",Chandler,joy,positive,309,0,4,5,"00:11:45,121","00:12:26,161"
2924,3091,"Hey, Chandler! What are you doing here?","Hey, Chandler! Was machst du hier?",Kathy,surprise,positive,309,1,4,5,"00:12:26,704","00:12:29,414"
2925,3092,"Oh, I just wanted to say, ""Hey!""","Oh, ich wollte nur sagen: ""Hey!""",Chandler,joy,positive,309,2,4,5,"00:12:31,208","00:12:32,917"
2926,3093,Hey!,Hallo!,Kathy,neutral,neutral,309,3,4,5,"0:12:34,003","0:12:34,555"
2927,3094,Okay.,Okay.,Chandler,neutral,neutral,309,4,4,5,"0:12:34,555","0:12:37,055"
2928,3095,"Oh, hey, Mon, do you still have your like old blouses and dresses from high school?","Hey, Mon, hast du noch deine alten Blusen und Kleider von der Highschool?",Phoebe,neutral,neutral,310,0,4,13,"00:02:02,455","00:02:06,375"
2929,3096,"Yeah, I think I have some around here somewhere. Why?","Ja, ich glaube, ich habe hier irgendwo welche. Warum?",Monica,neutral,neutral,310,1,4,13,"00:02:07,127","00:02:09,545"
2930,3097,"Well, it’s just that maternity clothes are so expensive.","Es ist nur so, dass Umstandsmode so teuer ist.",Phoebe,joy,positive,310,2,4,13,"00:02:09,712","00:02:11,880"
2931,3098,"Hey, Rach! I made a pile of your stuff over on this side of the room. If you could just……throw your purses at it.","Hey, Rach! Ich habe auf dieser Seite des Zimmers einen Haufen von deinen Sachen gemacht. Wenn Sie nur…… Ihre Geldbörsen darauf werfen könnten.",Monica,sadness,negative,310,3,4,13,"00:02:14,717","00:02:22,516"
2932,3099,Bloomingdale’s,Bloomingdales,Rachel,neutral,neutral,310,4,4,13,"00:02:23,059","00:02:25,394"
2933,3100,"Oh my God, are you out of a job?","Oh mein Gott, bist du arbeitslos?",Monica,surprise,negative,310,5,4,13,"00:02:27,021","00:02:30,315"
2934,3101,"No, but they stuck me in personal shopping. Which is just a","Nein, aber sie haben mich beim Personal Shopping stecken gelassen. Was ist nur ein",Rachel,sadness,negative,310,6,4,13,"00:02:27,021","00:02:32,693"
2935,3102,Okay!,Okay!,Phoebe,neutral,neutral,311,0,4,9,"0:00:04,879","0:00:06,801"
2936,3103,"Come on, no peeking!","Komm schon, kein spähen!",Monica,joy,positive,311,1,4,9,"0:00:06,801","0:00:07,312"
2937,3104,Our eyes are closed and we’re about to cross the street. Very good.,Unsere Augen sind geschlossen und wir überqueren die Straße. Sehr gut.,Chandler,joy,positive,311,2,4,9,"00:00:07,424","00:00:11,343"
2938,3105,"Okayyyyy, open up!","Okayyyyy, mach auf!",Phoebe,joy,positive,311,3,4,9,"00:00:11,511","00:00:13,303"
2939,3106,What did you want to show us? Because all I can see is this,Was wolltest du uns zeigen? Denn alles was ich sehen kann ist das,Ross,neutral,neutral,311,4,4,9,"00:00:17,183","00:00:22,604"
2940,3107,"Yeah, it’s for our catering business!","Ja, es ist für unser Catering-Geschäft!",Phoebe,joy,positive,311,5,4,9,"00:00:24,149","00:00:25,774"
2941,3108,I think I know that girl.,"Ich glaube, ich kenne das Mädchen.",Joey,neutral,neutral,311,6,4,9,"00:00:25,942","00:00:27,985"
2942,3109,"All right, umm, we’re not gonna really keep it this way though.","Okay, ähm, wir werden es aber nicht wirklich so belassen.",Monica,joy,positive,311,7,4,9,"0:00:30,113","0:00:33,005"
2943,3110,No?,Nein?,Rachel,surprise,negative,311,8,4,9,"0:00:33,005","0:00:33,762"
2944,3111,"No, we’re gonna paint over the sword, and replace it with a baguette.","Nein, wir werden das Schwert übermalen und durch ein Baguette ersetzen.",Phoebe,neutral,neutral,311,9,4,9,"00:00:33,867","00:00:36,910"
2945,3112,Oh!,Oh!,Rachel,surprise,positive,311,10,4,9,"00:00:37,078","00:00:38,746"
2946,3113,"And also, we don’t know what to do with this.","Und wir wissen auch nicht, was wir damit anfangen sollen.",Phoebe,neutral,neutral,311,11,4,9,"00:00:38,913","00:00:42,166"
2947,3114,"Oh yeah, I definitely know her.","Oh ja, ich kenne sie definitiv.",Joey,neutral,neutral,311,12,4,9,"00:00:44,961","00:00:47,212"
2948,3115,"You don’t know?! Rach, you balded my girlfriend!","Du weißt es nicht?! Rach, du hast meine Freundin kahl gemacht!",Ross,neutral,neutral,312,0,3,25,"00:16:14,598","00:16:16,766"
2949,3116,"All right! Ross, do you think it’s easy for me to see you with somebody else?","Alles klar! Ross, denkst du, es fällt mir leicht, dich mit jemand anderem zu sehen?",Rachel,anger,negative,312,1,3,25,"00:16:16,934","00:16:23,439"
2950,3117,"Y'know, hey! You’re the one who ended it, remember?","Weißt du, he! Du bist derjenige, der es beendet hat, erinnerst du dich?",Ross,anger,negative,312,2,3,25,"00:16:23,607","00:16:25,650"
2951,3118,"Yeah, because I was","Ja, weil ich war",Rachel,neutral,neutral,312,3,3,25,"00:16:25,818","00:16:29,862"
2952,3119,You still love me?,Du liebst mich noch?,Ross,sadness,negative,312,4,3,25,"0:16:31,240","0:16:32,283"
2953,3120,Noo.,Nein.,Rachel,sadness,negative,312,5,3,25,"0:16:32,283","0:16:34,132"
2954,3121,You still love me.,Du liebst mich noch.,Ross,neutral,neutral,312,6,3,25,"00:16:35,869","00:16:37,662"
2955,3122,"Oh, y-yeah, so, you-you love me!","Oh, y-yeah, also, du-du liebst mich!",Rachel,surprise,positive,312,7,3,25,"00:16:37,830","00:16:40,331"
2956,3123,"Noo, nnnnn. What does this mean? What do you, I mean do you wanna, get back together?","Nein, nnnnn. Was bedeutet das? Was meinst du, ich meine, willst du wieder zusammenkommen?",Ross,surprise,positive,312,8,3,25,"00:16:45,629","00:16:50,049"
2957,3124,Noo!,Nein!,Rachel,anger,negative,312,9,3,25,"0:16:50,217","0:16:50,301"
2958,3125,Maybe!,Kann sein!,Rachel,surprise,positive,312,10,3,25,"0:16:50,301","0:16:52,780"
2959,3126,"I, I don’t know.","Ich, ich weiß es nicht.",Rachel,neutral,neutral,312,11,3,25,"00:16:52,886","00:16:54,512"
2960,3127,"Ross, I still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I feel so...","Ross, ich kann dir immer noch nicht verzeihen, was du getan hast, ich kann es nicht, ich kann es einfach nicht, aber manchmal, wenn ich bei dir bin, fühle ich mich einfach so...",Rachel,sadness,negative,312,12,3,25,"00:16:56,890","00:17:07,442"
2961,3128,What?!,Was?!,Ross,sadness,negative,312,13,3,25,"00:17:07,609","00:17:08,735"
2962,3129,"I just, I feel, I-I just...","Ich habe nur, ich fühle, ich-ich nur...",Rachel,neutral,neutral,312,14,3,25,"00:17:09,862","00:17:15,575"
2963,3130,What?,Was?,Ross,neutral,neutral,312,15,3,25,"00:17:13,323","00:17:15,575"
2964,3131,I feel...,Ich fühle...,Rachel,neutral,neutral,312,16,3,25,"00:17:16,201","00:17:17,702"
2965,3132,"Noo!! I don’t care! I’m not, I’m not gonna playing one-on-one strip poker with you for practice!","Nein!! ist mir egal! Das tue ich nicht, ich werde nicht zum Üben mit dir Eins-gegen-Eins-Strip-Poker spielen!",Chandler,anger,negative,312,17,3,25,"00:17:25,669","00:17:31,799"
2966,3133,But I made cards!!,Aber ich habe Karten gemacht!!,Joey,sadness,negative,312,18,3,25,"00:17:31,967","00:17:34,052"
2967,3134,Well! Good night.  I’m going upstairs.,Gut! Gute Nacht. Ich gehe nach oben.,Rachel,neutral,neutral,312,19,3,25,"00:17:35,179","00:17:41,100"
2968,3135,Good night.,Gute Nacht.,Joey,neutral,neutral,312,20,3,25,"00:17:41,351","00:17:43,227"
2969,3136,Wanna play strip poker for practice?,Willst du Strip Poker zum Üben spielen?,Joey,sadness,negative,312,21,3,25,"00:17:50,110","00:17:52,320"
2970,3137,What are you doing?,Was tust du?,Joey,neutral,neutral,313,0,6,1,"00:21:29,705","00:21:30,746"
2971,3138,The key’s stuck in the lock.,Der Schlüssel steckt im Schloss.,Chandler,neutral,neutral,313,1,6,1,"00:21:30,956","00:21:32,456"
2972,3139,I can fix it. Hold on.  Look out. Look out.,Ich kann es reparieren. Warten Sie mal. Achtung. Achtung.,Joey,neutral,neutral,313,2,6,1,"00:21:32,666","00:21:37,753"
2973,3140,It still doesn’t work.,Es funktioniert immer noch nicht.,Chandler,joy,positive,313,3,6,1,"00:21:44,052","00:21:45,261"
2974,3142,"Isn’t it incredible?! Monica and Chandler, gettin’ married.","Ist es nicht unglaublich?! Monica und Chandler, heiraten.",Rachel,joy,positive,314,0,6,25,"00:02:29,232","00:02:34,611"
2975,3143,"I know, they’re gonna be","Ich weiß, sie werden es sein",Phoebe,joy,positive,314,1,6,25,"00:02:34,863","00:02:37,906"
2976,3144,"Ohh… I mean two best friends falling in love, how often does that happen?","Ohh… ich meine, zwei beste Freunde verlieben sich, wie oft passiert das?",Rachel,joy,positive,314,2,6,25,"00:02:38,324","00:02:41,034"
2977,3145,Not,Nicht,Phoebe,neutral,neutral,314,3,6,25,"00:02:41,286","00:02:43,245"
2978,3146,No! I’m so happy for them!,Nein! Ich freue mich so für sie!,Rachel,joy,positive,314,4,6,25,"00:02:44,247","00:02:45,831"
2979,3147,Me too! So happy for them!,Ich auch! So glücklich für sie!,Phoebe,joy,positive,314,5,6,25,"00:02:46,082","00:02:48,500"
2980,3149,"Oh no! No God, definitely not jealous!","Ach nein! Nein Gott, definitiv nicht eifersüchtig!",Phoebe,neutral,neutral,314,7,6,25,"00:02:52,172","00:02:56,008"
2981,3150,"I mean I’m probably 98% happy, maybe 2% jealous. And I mean what’s 2%? That’s nothing.","Ich meine, ich bin wahrscheinlich zu 98 % glücklich, vielleicht zu 2 % eifersüchtig. Und ich meine, was sind 2%? Das ist garnichts.",Rachel,neutral,neutral,314,8,6,25,"00:03:05,018","00:03:06,518"
2982,3151,Totally. I’m like 90/10.,Total. Ich bin wie 90/10.,Phoebe,joy,positive,314,9,6,25,"00:03:06,769","00:03:13,400"
2983,3152,Yeah me too.,Ja ich auch.,Rachel,neutral,neutral,314,10,6,25,"00:03:10,982","00:03:13,400"
2984,3153,"Hey uh, have you guys scene Chandler?","Hey äh, habt ihr Chandler Szene?",Joey,neutral,neutral,314,11,6,25,"00:03:17,530","00:03:20,365"
2985,3154,"Wh—no, but y’know who did stop in here looking for ya, Tennille.","W-nein, aber du weißt, wer hier nach dir gesucht hat, Tennille.",Rachel,neutral,neutral,314,12,6,25,"00:03:23,953","00:03:28,081"
2986,3155,Remember that guy from cooking school I told you about that put cilantro with everything?,"Erinnerst du dich an den Kerl von der Kochschule, von dem ich dir erzählt habe, dass er Koriander zu allem hat?",Monica,neutral,neutral,315,0,4,9,"00:01:38,056","00:01:41,308"
2987,3156,"Oh sure, Cilantro Larry.","Klar, Koriander Larry.",Phoebe,neutral,neutral,315,1,4,9,"00:01:41,476","00:01:43,310"
2988,3157,"Well, I’m gonna fill in for him as food critic for the Chelsea Reporter.","Nun, ich werde ihn als Essenskritiker für den Chelsea Reporter vertreten.",Monica,joy,positive,315,2,4,9,"00:01:44,145","00:01:47,606"
2989,3158,"Wow, Monica! What an amazing opportunity to influence… dozens of people.","Wow, Monika! Was für eine großartige Gelegenheit,… Dutzende von Menschen zu beeinflussen.",Monica,joy,positive,315,3,4,9,"00:01:47,774","00:01:54,321"
2990,3159,"How could you say yes, what about our catering business?","Wie konnten Sie Ja sagen, was ist mit unserem Catering-Geschäft?",Phoebe,anger,negative,315,4,4,9,"00:01:56,950","00:01:59,159"
2991,3160,"Oh no-no-no, it’s only one night a week, and plus I get to take all of you out for a","Oh nein-nein-nein, es ist nur eine Nacht in der Woche und außerdem darf ich euch alle für eine",Monica,neutral,neutral,315,5,4,9,"00:01:59,327","00:02:03,956"
2992,3161,Yay!!,Yay!!,All,joy,positive,315,6,4,9,"00:02:04,124","00:02:05,290"
2993,3162,"Oh, in that case——Yay!  That was me hopping on board.","Oh, in diesem Fall – – Yay! Das war, als ich an Bord hüpfte.",Phoebe,joy,positive,315,7,4,9,"00:02:05,458","00:02:13,006"
2994,3163,Oh.,Oh.,Monica,joy,positive,315,8,4,9,"00:02:12,000","00:02:13,006"
2995,3164,"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?","Hey Leute! Hey, Ross, kurze Frage an dich. Bist du bereit zu feiern?",Chandler,joy,positive,315,9,4,9,"00:02:13,883","00:02:19,680"
2996,3165,Hello.,Hallo.,Joey,neutral,neutral,316,0,4,8,"00:00:04,379","00:00:05,421"
2997,3166,"Hey, it’s me.","Hey, ich bin's.",Chandler,neutral,neutral,316,1,4,8,"00:00:05,588","00:00:07,000"
2998,3167,"I know you can’t stand to be in the same room as me, so I just thought I’d try and apologize over the phone.","Ich weiß, dass Sie es nicht ertragen können, mit mir im selben Raum zu sein, also dachte ich, ich versuche mich am Telefon zu entschuldigen.",Chandler,sadness,negative,316,2,4,8,"00:00:05,588","00:00:11,552"
2999,3169,Hello.,Hallo.,Joey,neutral,neutral,316,3,4,8,"00:00:16,516","00:00:18,100"
3000,3170,"Look I never should have kissed your girlfriend, but I’m","Schau, ich hätte deine Freundin nie küssen sollen, aber ich bin",Chandler,fear,negative,316,4,4,8,"00:00:19,019","00:00:22,187"
3001,3171,Stop callin’!!,Hör auf anzurufen!!,Joey,anger,negative,316,5,4,8,"00:00:26,067","00:00:27,109"
3002,3172,"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.","Hallo! Hallo! Hallo! Dies ist 92,3, WXRK, K-Rock für unsere tägliche 1.000-Dollar-Herausforderung.",Voice,joy,positive,316,6,4,8,"00:00:27,277","00:00:34,283"
3003,3173,All right!,Alles klar!,Joey,neutral,neutral,316,7,4,8,"00:00:34,451","00:00:35,701"
3004,3174,"What is the name of your roommate who is very, very sorry and would do anything","Wie heißt dein Mitbewohner, der sich sehr, sehr leid tut und alles tun würde?",Voice,neutral,neutral,316,8,4,8,"00:00:35,869","00:00:41,874"
3005,3175,Joseph Francis Tribbiani are you home yet?!!,Joseph Francis Tribbiani bist du schon zu Hause?!!,Phoebe,neutral,neutral,317,0,7,11,"00:03:26,247","00:03:30,375"
3006,3176,"Umm, I think he’s still out. What’s wrong?","Ähm, ich glaube, er ist immer noch draußen. Was ist los mit dir?",Rachel,joy,positive,317,1,7,11,"00:03:30,543","00:03:32,586"
3007,3177,"Well, I’ll tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.","Nun, ich sage dir Rachel Karen Green, ich hatte heute Abend Pläne mit Joey und er hat mir diese Nachricht hinterlassen.",Phoebe,neutral,neutral,317,2,7,11,"00:03:32,754","00:03:38,342"
3008,3178,"""Pheebs, can’t make it, got a date. Talk to you later. Big Daddy.""  Big Daddy?","""Pheebs, schaffe es nicht, habe ein Date. Sprich später mit dir. Big Daddy."" Großer Papa?",Rachel,anger,negative,317,3,7,11,"00:03:39,093","00:03:44,139"
3009,3179,Oh that’s a nickname we were trying out.,"Oh, das ist ein Spitzname, den wir ausprobiert haben.",Phoebe,neutral,neutral,317,4,7,11,"00:03:45,266","00:03:48,060"
3010,3180,"Hey, y’know what nickname never caught on? The Ross-A-Tron!","Hey, weißt du, welcher Spitzname sich nie durchgesetzt hat? Der Ross-A-Tron!",Ross,joy,positive,317,5,7,11,"0:03:48,228","0:03:51,750"
3011,3181,Hey!,Hallo!,Joey,joy,positive,317,6,7,11,"0:03:51,750","0:03:52,581"
3012,3182,Oh! Here’s Joseph Francis!,Oh! Hier ist Joseph Francis!,Phoebe,joy,positive,317,7,7,11,"00:03:55,401","00:03:58,195"
3013,3183,Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,Oh-Wa-Ho! Wofür nennst du mich?! Ich habe dir eine Nachricht hinterlassen!,Joey,surprise,negative,317,8,7,11,"00:03:58,363","00:04:03,408"
3014,3184,So what?! That doesn’t give you the right to ditch me!,"Na und?! Das gibt dir nicht das Recht, mich zu verlassen!",Phoebe,anger,negative,317,9,7,11,"00:04:03,576","00:04:05,953"
3015,3185,"Hey, you can cancel plans with friends if there is the possibility for sex!","Hey, du kannst Pläne mit Freunden absagen, wenn die Möglichkeit zum Sex besteht!",Joey,anger,negative,317,10,7,11,"00:04:06,120","00:04:10,332"
3016,3186,"Phoebe he’s right, that is the rule.","Phoebe, er hat recht, das ist die Regel.",Ross,neutral,neutral,317,11,7,11,"00:04:10,500","00:04:12,292"
3017,3187,I don’t accept this rule.,Ich akzeptiere diese Regel nicht.,Phoebe,anger,negative,317,12,7,11,"00:04:12,460","00:04:13,752"
3018,3188,"When we make plans, I expect you to show up.","Wenn wir Pläne schmieden, erwarte ich, dass Sie auftauchen.",Phoebe,anger,negative,317,13,7,11,"00:04:13,920","00:04:16,338"
3019,3189,"Okay, I can’t just be a way to kill time ‘til you meet someone better!","Okay, ich kann nicht nur ein Weg sein, die Zeit totzuschlagen, bis du jemanden besser kennenlernst!",Phoebe,anger,negative,317,14,7,11,"00:04:16,506","00:04:19,758"
3020,3190,"Y’know boyfriends and girlfriends come and go, but this  is for life!","Weißt du, Freunde und Freundinnen kommen und gehen, aber das ist ein Leben lang!",Phoebe,anger,negative,317,15,7,11,"00:04:19,926","00:04:24,638"
3021,3191,Did you know he was in there?,"Wusstest du, dass er da drin war?",Rachel,neutral,neutral,318,0,7,10,"00:01:26,294","00:01:28,629"
3022,3192,No.,Nein.,Monica,neutral,neutral,318,1,7,10,"00:01:27,629","00:01:28,629"
3023,3193,How long have we been home?,Wie lange sind wir schon zu Hause?,Chandler,neutral,neutral,318,2,7,10,"0:01:30,215","0:01:31,567"
3024,3194,About a half an hour.,Ungefähr eine halbe Stunde.,Monica,neutral,neutral,318,3,7,10,"0:01:31,567","0:01:32,947"
3025,3195,Love,Liebe,Chandler,neutral,neutral,318,4,7,10,"00:01:33,051","00:01:34,053"
3026,3196,"Lights.  Uh, romantic lights.","Beleuchtung. Äh, romantische Lichter.",Pete,neutral,neutral,319,0,3,23,"00:17:35,387","00:17:40,058"
3027,3197,"Ooh, nice.","Oh, schön.",Monica,joy,positive,319,1,3,23,"00:17:40,476","00:17:42,977"
3028,3198,"So ah, there was this thing I wanted to talk to you about.","Also ah, da war diese Sache, über die ich mit dir reden wollte.",Pete,neutral,neutral,319,2,3,23,"00:17:43,145","00:17:46,564"
3029,3199,"Oh, right! I completely forgot about that.","Oh, richtig! Das habe ich ganz vergessen.",Monica,neutral,neutral,319,3,3,23,"00:17:47,024","00:17:50,610"
3030,3200,"Well ah, I’ve been doing a lot of thinking, and I look at my life","Naja, ich habe viel nachgedacht und schaue mir mein Leben an",Pete,neutral,neutral,319,4,3,23,"00:17:53,489","00:17:59,494"
3031,3201,Yeah?,Ja?,Monica,neutral,neutral,319,5,3,23,"00:17:57,951","00:17:59,494"
3032,3202,"And I feel like I’ve conquered the business world, and I feel like I’ve conquered the intellectual world, and now I-I have the most beautiful woman in the world.","Und ich habe das Gefühl, die Geschäftswelt erobert zu haben, und ich habe das Gefühl, die intellektuelle Welt erobert zu haben, und jetzt habe ich die schönste Frau der Welt.",Pete,anger,negative,319,6,3,23,"00:17:59,661","00:18:10,630"
3033,3203,Wow.,Beeindruckend.,Monica,surprise,positive,319,7,3,23,"00:18:12,216","00:18:13,591"
3034,3204,There’s one thing missing.,Es fehlt etwas.,Pete,sadness,negative,319,8,3,23,"00:18:14,676","00:18:16,385"
